Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
Ga2Se2,32.5,32.5,34,31,1.5,2.1213,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-5,-10,2.5,3.5355,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-2,-6,2.0,2.8284,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,14.5,14.5,16,13,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,38.5,38.5,51,26,12.5,17.6777,-0.17,0.43
Au2SrO8,41.6667,23.6364,79,8,29.1014,59.2953,1.6667,2.5455,3,0,1.2472,2.6427,-10.0,-13.7273,-5,-16,4.5461,10.1823,-1.3333,-1.8182,0,-2,0.9428,1.8363,-5.6667,-7.7273,-3,-9,2.4944,5.604,1.0,2.8182,4,-1,2.1602,4.8906,0.6667,0.2727,1,0,0.4714,1.0641,1.0,0.3636,2,0,0.8165,1.793,0.6667,0.2727,1,0,0.4714,1.0641,0.6667,0.2727,1,0,0.4714,1.0641,11.0,9.0909,25,2,10.0333,17.6899,9.6667,13.8182,16,2,5.7927,12.3439,1.0,1.6364,2,0,0.8165,1.793,79.3333,28.0909,197,5,84.1599,170.6635,-0.46,0.23
Cd4I4O4,36.3333,36.3333,53,8,20.1384,34.8807,2.0,2.0,3,1,0.8165,1.4142,-12.0,-12.0,-9,-16,2.9439,5.099,-1.3333,-1.3333,1,-3,1.6997,2.9439,-7.0,-7.0,-5,-9,1.633,2.8284,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,11.6667,11.6667,17,6,4.4969,7.7889,15.0,15.0,17,12,2.1602,3.7417,1.0,1.0,2,0,0.8165,1.4142,28.3333,28.3333,46,5,17.2111,29.8105,-0.38,0.33
Li4Zn2Si2,15.6667,12.5,30,3,11.0855,19.9687,0.6667,0.5,1,0,0.4714,0.866,-7.0,-6.5,-5,-9,1.633,2.958,0.3333,0.25,1,0,0.4714,0.8292,-3.6667,-3.25,-2,-5,1.2472,2.2776,1.0,0.75,3,0,1.4142,2.4875,0.6667,0.75,1,0,0.4714,0.8292,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,5.6667,4.5,12,1,4.6428,8.2916,9.0,7.0,14,1,5.7155,10.4881,1.6667,1.5,4,0,1.6997,2.958,79.6667,100.75,164,37,59.6341,109.5545,-0.02,0.27
Hf3F2N2,29.3333,35.4286,72,7,30.1809,53.3303,2.3333,2.1429,3,1,0.9428,1.666,-12.6667,-11.7143,-6,-19,5.3125,9.3481,-1.6667,-1.4286,0,-4,1.6997,2.9727,-6.6667,-6.0,-2,-11,3.6818,6.4807,1.6667,1.4286,4,0,1.6997,2.9727,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,10.0,11.1429,18,5,5.7155,10.0955,12.0,10.8571,17,4,5.7155,10.0955,4.0,4.5714,8,1,2.9439,5.1942,39.6667,49.5714,109,3,49.0533,86.6774,-2.13,0.22
Ni8As4Si4,25.0,25.75,33,14,8.0416,13.9888,1.3333,1.25,2,1,0.4714,0.8292,-7.6667,-7.5,-7,-9,0.9428,1.6583,-0.6667,-0.75,0,-1,0.4714,0.8292,-4.3333,-4.25,-4,-5,0.4714,0.8292,2.3333,1.75,4,0,1.6997,3.1125,0.3333,0.5,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.5,1,0,0.4714,0.866,9.6667,9.75,15,4,4.4969,7.7902,13.0,12.25,15,10,2.1602,3.9607,3.0,2.75,4,2,0.8165,1.479,38.0,40.5,48,29,7.7889,14.1686,-0.0,0.44
Sr2Cl4O8,21.0,14.8571,38,8,12.5698,24.2323,2.0,2.5714,3,0,1.4142,2.6419,-11.3333,-13.5714,-5,-16,4.6428,8.9271,-1.6667,-2.0,0,-3,1.2472,2.2361,-6.6667,-7.8571,-3,-9,2.6247,4.9918,2.3333,3.2857,4,-1,2.357,4.4031,0.3333,0.1429,1,0,0.4714,0.8806,0.6667,0.2857,2,0,0.9428,1.7613,0.3333,0.1429,1,0,0.4714,0.8806,0.3333,0.1429,1,0,0.4714,0.8806,5.0,5.7143,7,2,2.1602,3.9409,11.6667,14.2857,17,2,6.8475,12.6982,1.0,1.4286,2,0,0.8165,1.5972,72.0,35.0,197,5,88.4647,166.0873,-0.88,0.2
Zr2Br2N2,27.3333,27.3333,40,7,14.522,25.1529,2.0,2.0,3,1,0.8165,1.4142,-10.3333,-10.3333,-6,-13,3.0912,5.3541,-1.3333,-1.3333,0,-3,1.2472,2.1602,-5.6667,-5.6667,-3,-7,1.8856,3.266,3.0,3.0,5,0,2.1602,3.7417,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.6667,0.6667,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,8.6667,8.6667,17,4,5.9067,10.2307,12.0,12.0,17,4,5.7155,9.8995,4.0,4.0,8,1,2.9439,5.099,49.6667,49.6667,121,7,50.7631,87.9242,-1.45,0.26
Zr3B2F2S2,17.5,20.0,40,5,13.5739,27.6043,2.0,1.8889,3,1,0.7071,1.4316,-11.0,-10.4444,-6,-19,4.9497,9.9617,-1.5,-1.3333,0,-4,1.6583,3.3333,-6.0,-5.6667,-3,-11,3.3166,6.6667,1.75,1.5556,4,0,1.479,2.9835,0.25,0.3333,1,0,0.433,0.8819,0.25,0.3333,1,0,0.433,0.8819,0.5,0.5556,1,0,0.5,1.0062,0.0,0.0,0,0,0.0,0.0,5.0,4.8889,7,3,1.5811,3.1701,12.5,11.5556,17,4,5.1235,10.4196,4.0,4.4444,8,1,2.7386,5.5489,40.75,49.6667,121,3,46.8208,95.3246,-1.46,0.53
Zr3C2F2Se2,22.25,24.2222,40,6,14.9395,30.1382,2.0,1.8889,3,1,0.7071,1.4316,-11.25,-10.6667,-6,-19,4.7631,9.5974,-1.5,-1.3333,0,-4,1.6583,3.3333,-6.25,-5.8889,-3,-11,2.9475,5.939,2.0,1.7778,4,0,1.5811,3.1934,0.25,0.3333,1,0,0.433,0.8819,0.25,0.3333,1,0,0.433,0.8819,0.5,0.5556,1,0,0.5,1.0062,0.0,0.0,0,0,0.0,0.0,7.75,7.3333,16,4,4.9181,9.8714,12.75,11.7778,17,4,5.166,10.5134,3.75,4.2222,8,1,2.681,5.4444,40.25,49.2222,121,3,47.3465,96.3782,-1.0,0.82
Ta3N2O2,29.3333,35.5714,73,7,30.8797,54.5656,2.3333,2.1429,3,1,0.9428,1.666,-12.0,-11.2857,-7,-16,3.7417,6.5978,-1.0,-0.8571,0,-2,0.8165,1.4357,-6.3333,-5.8571,-3,-9,2.4944,4.3985,2.6667,2.2857,4,0,1.8856,3.332,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,10.0,11.2857,19,5,6.377,11.2676,12.0,11.0,16,5,4.9666,8.775,4.0,4.4286,7,2,2.1602,3.8146,33.3333,41.1429,88,5,38.6638,68.3201,-1.54,0.32
Ti3N2,14.5,16.0,22,7,7.5,10.8167,2.0,1.8,3,1,1.0,1.4422,-10.0,-9.4,-7,-13,3.0,4.3267,-0.5,-0.4,0,-1,0.5,0.7211,-5.5,-5.2,-4,-7,1.5,2.1633,2.0,1.6,4,0,2.0,2.8844,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,4.5,4.4,5,4,0.5,0.7211,9.5,8.4,15,4,5.5,7.9322,5.5,6.0,8,3,2.5,3.6056,49.5,58.0,92,7,42.5,61.2944,-0.99,0.49
Sc4C3O2,11.6667,13.1111,21,6,6.65,11.7867,2.0,1.7778,3,1,0.8165,1.4656,-11.0,-10.0,-7,-16,3.7417,6.7082,-0.6667,-0.4444,0,-2,0.9428,1.6778,-5.6667,-5.0,-3,-9,2.4944,4.4721,2.3333,1.8889,4,0,1.6997,3.0429,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,4.3333,4.0,6,3,1.2472,2.2361,11.0,9.5556,16,3,5.7155,10.2107,5.0,5.7778,9,2,2.9439,5.274,41.0,52.3333,107,5,46.7333,83.2906,-1.09,0.53
W4C3O2,29.3333,36.6667,74,6,31.5947,56.1783,2.3333,2.2222,3,2,0.4714,0.8389,-11.3333,-10.4444,-8,-16,3.3993,6.0858,-0.6667,-0.4444,0,-2,0.9428,1.6778,-6.0,-5.4444,-4,-9,2.1602,3.8634,2.3333,1.8889,4,0,1.6997,3.0429,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,10.0,11.5556,20,4,7.1181,12.6198,12.0,10.8889,16,6,4.3205,7.7268,4.0,4.4444,6,2,1.633,2.9313,30.3333,38.1111,75,5,31.6789,56.4991,-0.38,0.42
Sc4N3O2,12.0,13.4444,21,7,6.377,11.3251,2.3333,2.1111,3,1,0.9428,1.6777,-12.0,-11.0,-7,-16,3.7417,6.7082,-1.0,-0.7778,0,-2,0.8165,1.4656,-6.3333,-5.6667,-3,-9,2.4944,4.4721,2.6667,2.2222,4,0,1.8856,3.3555,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,4.6667,4.3333,6,3,1.2472,2.2361,11.3333,9.8889,16,3,5.9067,10.5321,4.6667,5.4444,9,2,3.0912,5.521,39.6667,51.0,107,5,47.6189,84.7821,-2.25,0.24
Hf4N3,39.5,44.1429,72,7,32.5,46.4286,2.0,1.8571,3,1,1.0,1.4286,-9.5,-9.0,-6,-13,3.5,5.0,-0.5,-0.4286,0,-1,0.5,0.7143,-4.5,-4.1429,-2,-7,2.5,3.5714,2.0,1.7143,4,0,2.0,2.8571,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.5,0.5714,1,0,0.5,0.7143,0.0,0.0,0,0,0.0,0.0,11.5,12.4286,18,5,6.5,9.2857,9.5,8.7143,15,4,5.5,7.8571,5.5,5.8571,8,3,2.5,3.5714,58.0,65.2857,109,7,51.0,72.8571,-1.18,0.27
AlP,14.0,14.0,15,13,1.0,1.4142,1.5,1.5,2,1,0.5,0.7071,-7.0,-7.0,-5,-9,2.0,2.8284,-0.5,-0.5,0,-1,0.5,0.7071,-3.5,-3.5,-2,-5,1.5,2.1213,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,4.0,4.0,5,3,1.0,1.4142,14.0,14.0,15,13,1.0,1.4142,4.0,4.0,5,3,1.0,1.4142,39.5,39.5,55,24,15.5,21.9203,-0.09,0.53
Ba2Cl2,36.5,36.5,56,17,19.5,27.5772,1.5,1.5,3,0,1.5,2.1213,-9.0,-9.0,-5,-13,4.0,5.6569,-1.0,-1.0,1,-3,2.0,2.8284,-5.5,-5.5,-3,-8,2.5,3.5355,1.5,1.5,4,-1,2.5,3.5355,1.0,1.0,2,0,1.0,1.4142,1.0,1.0,2,0,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,2,0,1.0,1.4142,4.5,4.5,7,2,2.5,3.5355,9.5,9.5,17,2,7.5,10.6066,0.5,0.5,1,0,0.5,0.7071,143.0,143.0,272,14,129.0,182.4335,-1.51,0.45
Bi2S2,49.5,49.5,83,16,33.5,47.3762,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-7,-11,2.0,2.8284,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-4,-7,1.5,2.1213,3.0,3.0,4,2,1.0,1.4142,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,17.5,17.5,29,6,11.5,16.2635,15.5,15.5,16,15,0.5,0.7071,2.5,2.5,3,2,0.5,0.7071,34.5,34.5,50,19,15.5,21.9203,-0.01,0.29
Ti2Br2,28.5,28.5,35,22,6.5,9.1924,1.5,1.5,2,1,0.5,0.7071,-9.5,-9.5,-7,-12,2.5,3.5355,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-4,-7,1.5,2.1213,2.5,2.5,5,0,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,10.5,10.5,17,4,6.5,9.1924,10.5,10.5,17,4,6.5,9.1924,4.5,4.5,8,1,3.5,4.9497,56.5,56.5,92,21,35.5,50.2046,-0.6,0.26
Ca2F2,14.5,14.5,20,9,5.5,7.7782,2.0,2.0,3,1,1.0,1.4142,-12.5,-12.5,-6,-19,6.5,9.1924,-1.5,-1.5,1,-4,2.5,3.5355,-7.0,-7.0,-3,-11,4.0,5.6569,0.0,0.0,1,-1,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,2,0,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,4.5,4.5,7,2,2.5,3.5355,9.5,9.5,17,2,7.5,10.6066,0.5,0.5,1,0,0.5,0.7071,81.5,81.5,160,3,78.5,111.0158,-2.37,0.67
Cd2F2,28.5,28.5,48,9,19.5,27.5772,2.0,2.0,3,1,1.0,1.4142,-14.0,-14.0,-9,-19,5.0,7.0711,-1.5,-1.5,1,-4,2.5,3.5355,-8.0,-8.0,-5,-11,3.0,4.2426,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,9.5,9.5,12,7,2.5,3.5355,14.5,14.5,17,12,2.5,3.5355,0.5,0.5,1,0,0.5,0.7071,24.5,24.5,46,3,21.5,30.4056,-1.29,0.44
Cd2S2,32.0,32.0,48,16,16.0,22.6274,1.5,1.5,2,1,0.5,0.7071,-10.0,-10.0,-9,-11,1.0,1.4142,-0.5,-0.5,1,-2,1.5,2.1213,-6.0,-6.0,-5,-7,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,9.0,9.0,12,6,3.0,4.2426,14.0,14.0,16,12,2.0,2.8284,1.0,1.0,2,0,1.0,1.4142,32.5,32.5,46,19,13.5,19.0919,-0.24,0.43
Cd2Te2,50.0,50.0,52,48,2.0,2.8284,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-9,-9,0.0,0.0,-0.5,-0.5,1,-2,1.5,2.1213,-5.0,-5.0,-5,-5,0.0,0.0,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.0,14.0,16,12,2.0,2.8284,14.0,14.0,16,12,2.0,2.8284,1.0,1.0,2,0,1.0,1.4142,41.5,41.5,46,37,4.5,6.364,-0.05,0.42
Ti2Cl2,19.5,19.5,22,17,2.5,3.5355,2.0,2.0,3,1,1.0,1.4142,-10.0,-10.0,-7,-13,3.0,4.2426,-1.5,-1.5,0,-3,1.5,2.1213,-6.0,-6.0,-4,-8,2.0,2.8284,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,5.5,5.5,7,4,1.5,2.1213,10.5,10.5,17,4,6.5,9.1924,4.5,4.5,8,1,3.5,4.9497,53.0,53.0,92,14,39.0,55.1543,-0.65,0.51
Mo2Cl2,29.5,29.5,42,17,12.5,17.6777,2.5,2.5,3,2,0.5,0.7071,-9.5,-9.5,-6,-13,3.5,4.9497,-2.0,-2.0,-1,-3,1.0,1.4142,-6.0,-6.0,-4,-8,2.0,2.8284,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,6.5,6.5,7,6,0.5,0.7071,11.5,11.5,17,6,5.5,7.7782,3.5,3.5,6,1,2.5,3.5355,50.0,50.0,86,14,36.0,50.9117,-0.45,0.3
Pb2Cl2,49.5,49.5,82,17,32.5,45.9619,2.5,2.5,3,2,0.5,0.7071,-9.5,-9.5,-6,-13,3.5,4.9497,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-3,-8,2.5,3.5355,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,17.5,17.5,28,7,10.5,14.8492,15.5,15.5,17,14,1.5,2.1213,2.5,2.5,4,1,1.5,2.1213,30.5,30.5,47,14,16.5,23.3345,-0.53,0.35
Sn2Cl2,33.5,33.5,50,17,16.5,23.3345,2.0,2.0,3,1,1.0,1.4142,-9.5,-9.5,-6,-13,3.5,4.9497,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-3,-8,2.5,3.5355,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,10.5,10.5,14,7,3.5,4.9497,15.5,15.5,17,14,1.5,2.1213,2.5,2.5,4,1,1.5,2.1213,35.0,35.0,56,14,21.0,29.6985,-0.38,0.38
Co2S2,21.5,21.5,27,16,5.5,7.7782,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-7,-11,2.0,2.8284,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-4,-7,1.5,2.1213,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,7.5,7.5,9,6,1.5,2.1213,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,36.0,36.0,53,19,17.0,24.0416,-0.11,0.38
Cu2S2,22.5,22.5,29,16,6.5,9.1924,1.5,1.5,2,1,0.5,0.7071,-9.5,-9.5,-8,-11,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.5,-5.5,-4,-7,1.5,2.1213,2.5,2.5,4,1,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,8.5,8.5,11,6,2.5,3.5355,13.5,13.5,16,11,2.5,3.5355,1.5,1.5,2,1,0.5,0.7071,36.0,36.0,53,19,17.0,24.0416,-0.0,0.21
Pb2F2,45.5,45.5,82,9,36.5,51.6188,2.5,2.5,3,2,0.5,0.7071,-12.5,-12.5,-6,-19,6.5,9.1924,-2.0,-2.0,0,-4,2.0,2.8284,-7.0,-7.0,-3,-11,4.0,5.6569,1.5,1.5,2,1,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,17.5,17.5,28,7,10.5,14.8492,15.5,15.5,17,14,1.5,2.1213,2.5,2.5,4,1,1.5,2.1213,25.0,25.0,47,3,22.0,31.1127,-1.43,0.45
Sr2F2,23.5,23.5,38,9,14.5,20.5061,1.5,1.5,3,0,1.5,2.1213,-12.0,-12.0,-5,-19,7.0,9.8995,-2.0,-2.0,0,-4,2.0,2.8284,-7.0,-7.0,-3,-11,4.0,5.6569,0.0,0.0,1,-1,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,2,0,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,4.5,4.5,7,2,2.5,3.5355,9.5,9.5,17,2,7.5,10.6066,0.5,0.5,1,0,0.5,0.7071,100.0,100.0,197,3,97.0,137.1787,-2.4,0.64
W2F2,41.5,41.5,74,9,32.5,45.9619,2.5,2.5,3,2,0.5,0.7071,-13.5,-13.5,-8,-19,5.5,7.7782,-2.0,-2.0,0,-4,2.0,2.8284,-7.5,-7.5,-4,-11,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,13.5,13.5,20,7,6.5,9.1924,11.5,11.5,17,6,5.5,7.7782,3.5,3.5,6,1,2.5,3.5355,39.0,39.0,75,3,36.0,50.9117,-1.28,0.36
GaN,19.0,19.0,31,7,12.0,16.9706,2.0,2.0,3,1,1.0,1.4142,-9.0,-9.0,-5,-13,4.0,5.6569,-0.5,-0.5,0,-1,0.5,0.7071,-4.5,-4.5,-2,-7,2.5,3.5355,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,9.0,9.0,13,5,4.0,5.6569,14.0,14.0,15,13,1.0,1.4142,4.0,4.0,5,3,1.0,1.4142,29.0,29.0,51,7,22.0,31.1127,-0.0,0.42
Ga2S2,23.5,23.5,31,16,7.5,10.6066,1.5,1.5,2,1,0.5,0.7071,-8.0,-8.0,-5,-11,3.0,4.2426,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,9.5,9.5,13,6,3.5,4.9497,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,35.0,35.0,51,19,16.0,22.6274,-0.22,0.45
Ga2Se2,32.5,32.5,34,31,1.5,2.1213,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-5,-10,2.5,3.5355,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-2,-6,2.0,2.8284,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,14.5,14.5,16,13,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,38.5,38.5,51,26,12.5,17.6777,-0.19,0.41
Ga2Te2,41.5,41.5,52,31,10.5,14.8492,1.5,1.5,2,1,0.5,0.7071,-7.0,-7.0,-5,-9,2.0,2.8284,-1.0,-1.0,0,-2,1.0,1.4142,-3.5,-3.5,-2,-5,1.5,2.1213,3.0,3.0,3,3,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,14.5,14.5,16,13,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,44.0,44.0,51,37,7.0,9.8995,-0.01,0.36
Hf2O2,40.0,40.0,72,8,32.0,45.2548,2.0,2.0,3,1,1.0,1.4142,-11.0,-11.0,-6,-16,5.0,7.0711,-1.0,-1.0,0,-2,1.0,1.4142,-5.5,-5.5,-2,-9,3.5,4.9497,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,12.0,12.0,18,6,6.0,8.4853,10.0,10.0,16,4,6.0,8.4853,5.0,5.0,8,2,3.0,4.2426,57.0,57.0,109,5,52.0,73.5391,-2.14,0.5
